cluster_key,entity_key,suggested_canonical,sponsor_labels,aliases_sample,sources,sponsor_types,score,evidence,confidence_bucket,blocked_reason,review_bucket,applied
entity:integrated therapeutics incorporated subsidiary schering plough:auto,integrated therapeutics incorporated subsidiary schering plough,Schering-Plough,"Integrated Therapeutics Group, Incorporated-a subsidiary of Schering Plough",integrated therapeutics group incorporated-a subsidiary of schering plough,bulk_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:integrated therapeutics incorporated subsidiary schering plough:blocked,integrated therapeutics incorporated subsidiary schering plough,Schering-Plough,Schering-Plough,integrated therapeutics group inc|integrated therapeutics group inc /schering-plough oy|integrated therapeutics group incorporated- a subsidiary of schering plough|intergrated therapeutics group incorporated-a subsidiary of schering plough|schering plough|schering-plough|schering-plough europe,epar_mah|llm_reviewed|manual,industry,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:integrated therapeutics:blocked,integrated therapeutics,Schering-Plough,Schering-Plough,integrated therapeutics group inc|integrated therapeutics group inc /schering-plough oy|integrated therapeutics group incorporated- a subsidiary of schering plough|intergrated therapeutics group incorporated-a subsidiary of schering plough|schering plough|schering-plough|schering-plough europe,epar_mah|llm_reviewed|manual,industry,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:intergrated therapeutics incorporated subsidiary schering plough:blocked,intergrated therapeutics incorporated subsidiary schering plough,Schering-Plough,Schering-Plough,integrated therapeutics group inc|integrated therapeutics group inc /schering-plough oy|integrated therapeutics group incorporated- a subsidiary of schering plough|intergrated therapeutics group incorporated-a subsidiary of schering plough|schering plough|schering-plough|schering-plough europe,epar_mah|llm_reviewed|manual,industry,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:intermune:auto,intermune,InterMune,"InterMune|InterMune, Inc.",intermune|intermune inc|intermune international ag,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:internal munich:blocked,internal munich,Klinikum Der Universitat Munchen AöR,Klinikum Der Universitat Munchen AöR,1 frauenklinik der lmu- innenstadt|department of internal medicine of the university of munich|department of psychiatry ludwig-maximilian university munich|hospital of the ludwig maximilians university munich|hospital of the ludwig-maximilians-university of munich|hospital of the university of munich|ibd center lmu munich|klinik fr psychiatrie und psychotherapie der ludwig maximilian universitt mnchen,ctis_businesskey|llm_reviewed|location_postcode|manual,hospital,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:internal:auto,internal,Dept. of Internal Medicine,Department of Endocrinology and Internal Medicine|Dept. of Internal Medicine|University Clinic Internal Medicine I,department of endocrinology and internal medicine|dept of internal medicine|university clinic internal medicine i,llm_reviewed,hospital|unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:international extranodal lymphoma study ielsg:blocked,international extranodal lymphoma study ielsg,IELSG,IELSG|IELSG - INTERNATIONAL EXTRANODAL LYMPHOMA STUDY GROUP,ielsg - international extranodal lymphoma study group|ielsg international extranodal lymphoma study group|ielsg-international extranodal lymphoma study group|international extranodal lymphoma study group - ielsg|international extranodal lymphoma study group ielsg,bulk_reviewed|euctr_email_domain:eoc.ch|llm_reviewed,cooperative_group,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:intituto aragons ciencias salud:blocked,intituto aragons ciencias salud,Instituto Aragons de Ciencias de la Salud,Instituto Aragons de Ciencias de la Salud,intituto aragons de ciencias de la salud,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:intra cellular therapies iti:blocked,intra cellular therapies iti,Intra-Cellular Therapies,Intra-Cellular Therapies,intra-cellular therapies inc iti,llm_reviewed,unknown,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:intra cellular therapies:auto,intra cellular therapies,Intra-Cellular Therapies,"Intra-Cellular Therapies|Intra-Cellular Therapies, Inc.",intra-cellular therapies inc|intra-cellular therapies inc iti,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:intrabio:auto,intrabio,IntraBio Ltd,Intrabio Limited / IntraBio Inc|IntraBio Ltd,intrabio limited|intrabio limited / intrabio inc|intrabio ltd,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:inventiva:auto,inventiva,Inventiva,Inventiva|Inventiva S.A.|Inventiva SA,inventiva|inventiva s a|inventiva sa,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:investigacion biomedica puerta hierro:auto,investigacion biomedica puerta hierro,Fundación Investigación Biomédica Hospital Puerta de Hierro,Fundación Investigación Biomédica Hospital Puerta de Hierro,fundacin de investigacin biomdica del hospital universitario puerta de hierro|fundacin de investigacin biomdica del hospital universitario puerta de hierro-majadahonda fibm-huphm|fundacin de investigacin biomdica hospital puerta de hierro|fundacin investigacin biomdica hospital puerta de hierro|fundacin investigacin biomdica hospital universitario puerta de hierro|fundacin investigacin biomdica hospital universitario puerta de hierro majadahonda|fundacin investigacin biomdica puerta de hierro|fundacin para la investigacion biomedica hu puerta de hierro majadahonda,llm_reviewed|manual,foundation,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,G-L,TRUE
entity:investigacion biomedica universitario paz fibhulp:blocked,investigacion biomedica universitario paz fibhulp,Fundación Para La Investigación Biomédica Del Hospital Universitario La Paz,Fundación Para La Investigación Biomédica Del Hospital Universitario La Paz,fundacin de investigacin biomdica hospital la paz|fundacin de investigacin del hospital universitario la paz fibhulp|fundacin de investigacin hospital universitario la paz|fundacin para la investigacin biomdica del hospital la paz|fundacin para la investigacin biomdica del hospital la paz fibhulp|fundacin para la investigacin biomdica del hospital universitario de la paz|fundacin para la investigacin biomdica del hospital universitario la paz fibhulp|fundacin para la investigacin biomdica hospital universitario la paz,ctis_businesskey|llm_reviewed|manual,foundation,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:investigacion del universitario paz fibhulp:blocked,investigacion del universitario paz fibhulp,Fundación Para La Investigación Biomédica Del Hospital Universitario La Paz,Fundación Para La Investigación Biomédica Del Hospital Universitario La Paz,fundacin de investigacin biomdica hospital la paz|fundacin de investigacin del hospital universitario la paz fibhulp|fundacin de investigacin hospital universitario la paz|fundacin para la investigacin biomdica del hospital la paz|fundacin para la investigacin biomdica del hospital la paz fibhulp|fundacin para la investigacin biomdica del hospital universitario de la paz|fundacin para la investigacin biomdica del hospital universitario la paz fibhulp|fundacin para la investigacin biomdica hospital universitario la paz,ctis_businesskey|llm_reviewed|manual,foundation,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:iperboreal pharma:auto,iperboreal pharma,Iperboreal Pharma S.r.l.,IPERBOREAL PHARMA|Iperboreal Pharma S.r.l.,iperboreal pharma|iperboreal pharma s r l|iperboreal pharma s r l / iperboreal pharma s r l,bulk_reviewed|llm_reviewed,unknown,100,shared alias entity key; shared final-label entity key; curated entity canonical from final_sponsor_canonical_review,auto,NA,G-L,TRUE
entity:irccs bietti per studio ricerca oftalmologia onlus:blocked,irccs bietti per studio ricerca oftalmologia onlus,IRCCS Fondazione GB Bietti,IRCCS Fondazione G.B. Bietti per lo Studio e la Ricerca in Oftalmologia|IRCCS Fondazione GB Bietti,irccs fondazione g b bietti per lo studio e la ricerca in oftalmologia onlus|irccs- fondazione g b bietti per lo studio e la ricerca in oftalmologia-onlus,llm_reviewed,foundation,0,shared alias entity key; curated entity canonical from final_sponsor_canonical_review,blocked,combined multi-entity label or alias-only family evidence excluded from auto-map,G-L,FALSE
entity:irccs bietti:auto,irccs bietti,IRCCS Fondazione GB Bietti,IRCCS Fondazione GB Bietti,irccs- fondazione g b bietti per lo studio e la ricerca in oftalmologia-onlus,llm_reviewed,foundation,100,shared final-label entity key; curated entity canonical from final_sponsor_canonical_review; generated from target sponsor aliases,auto,NA,G-L,TRUE
